bookID,average_rating,isbn,authors,title
7332,3.91,618391118,J.R.R. Tolkien,The Silmarillion 
7336,4.06,618057021,Humphrey Carpenter,J.R.R. Tolkien: A Biography
7337,3.99,345345061,J.R.R. Tolkien,The Tolkien Reader
7338,3.77,1887726098,Janet Brennan Croft,Tolkien on Film: Essays on Peter Jackson's The Lord of the Rings
7339,3.93,026110263X,J.R.R. Tolkien,The Monsters and the Critics and Other Essays
7340,4.13,061839110X,Brian Sibley,The Maps of Tolkien's Middle-earth
7341,4.07,664226108,Ralph C. Wood,The Gospel According to Tolkien: Visions of the Kingdom in Middle-Earth
7342,4.16,261102206,J.R.R. Tolkien,The Treason of Isengard: The History of The Lord of the Rings  Part Two 
7343,3.7,618574816,John Garth,Tolkien and the Great War: The Threshold of Middle-earth
7344,4,1587680262,Colin Duriez,Tolkien and C.S. Lewis: The Gift of a Friendship
7347,3.83,345375211,J.R.R. Tolkien,The Book of Lost Tales  Part One 
7348,4.09,7105045,J.R.R. Tolkien,Tree and Leaf: Includes Mythopoeia and The Homecoming of Beorhtnoth
7351,4.46,618260226,Brian Sibley,The Lord of the Rings: The Making of the Movie Trilogy
7352,3.75,345215508,Lin Carter,Tolkien: A Look Behind The Lord of the Rings
7353,4.49,1402516274,J.R.R. Tolkien,The Lord of the Rings 
7354,3.85,743225422,Annie Proulx,The Shipping News
7360,3.91,679643419,John Berendt,Midnight in the Garden of Good and Evil
7361,4.06,140364544,Philippa Pearce,Toms Midnight Garden
7364,4.06,141319992,Philippa Pearce,Tom's Midnight Garden
7366,4.13,156031442,Temple Grandin,Animals in Translation: Using the Mysteries of Autism to Decode Animal Behavior
7367,4.13,739455303,Temple Grandin,Animals In Translation: Using the Mysteries of Autism to Decode Animal Behavior
7370,4,1930051158,J.R. Hyland,God's Covenant with Animals: A Biblical Basis for the Humane Treatment of All Creatures
7375,4.38,471468851,Harlow Giles Unger,Lafayette
7388,4.28,671624970,George Adamson,My Pride and Joy: An Autobiography
7389,3.97,785113797,Brian K. Vaughan,Runaways  Vol. 1: Pride and Joy 
7392,3,373056613,Joyce Thies,Pride & Joy
7393,3,373194862,Sandra Steffen,Sky's Pride and Joy 
7400,3.55,263181499,Carol Marinelli,The Baby Emergency 
7415,4.15,300062907,D.W. Meinig,The Shaping of America: A Geographical Perspective on 500 Years of History: Volume 2: Continental America  1800-1867
7420,3.75,879757450,Mikhail Bakunin,The Basic Bakunin
7422,4.27,520240588,David Cairns,Berlioz: Servitude and Greatness  1832-1869 
7430,3.56,805077812,Juan Bonilla,The Nubian Prince
7431,3.92,719566223,Jacqueline Winspear,Maisie Dobbs 
7432,4.09,312426216,Jacqueline Winspear,Pardonable Lies 
7433,3.99,805078983,Jacqueline Winspear,Messenger of Truth 
7435,4.25,1582881588,Jacqueline Winspear,Maisie Dobbs and Birds of a Feather 
7437,3.44,802140181,William S. Burroughs,Naked Lunch
7438,3.44,586085602,William S. Burroughs,Naked Lunch
7439,3.44,7204442,William S. Burroughs,Naked Lunch: The Restored Text
7442,3.92,553380648,Tom Wolfe,The Electric Kool-Aid Acid Test
7444,3.97,965079929,Tom Wolfe,The Electric Kool-aid Acid Test/The Kandy Kolored Tangerine Flake Streamline Baby/Radical Chic & Mau Mauing the Flak Catchers
7445,4.26,074324754X,Jeannette Walls,The Glass Castle
7446,4.26,1844081818,Jeannette Walls,The Glass Castle
7447,4.26,739458213,Jeannette Walls,The Glass Castle
7453,3.58,1416916326,Lauren  Levin,Same Sex in the City
7454,4,743456815,Amy Sohn,Sex and the City: Kiss and Tell
7477,3.63,375502262,Sebastian Faulks,Human Traces
7482,3.63,99458268,Sebastian Faulks,Human Traces
7488,3.79,141591317X,Rosalind Wiseman,Queen Bees And Wannabes: Helping Your Daughter Survive Cliques  Gossip  Boyfriends  And Other Realities Of Adolescence {Unabridged Audio}
7493,3.92,375705244,Joseph J. Ellis,Founding Brothers: The Revolutionary Generation
7494,4.16,446611085,James Patterson,Suzanne's Diary for Nicholas
7501,3.68,349107866,Daniel Jonah Goldhagen,Hitler's Willing Executioners: Ordinary Germans and the Holocaust
7503,3.68,344275500X,Daniel Jonah Goldhagen,Hitler's Willinge Vollstrecker: Ganz gewöhlnliche Deutsche und der Holocaust
7505,4.06,553587242,Luanne Rice,Beach Girls
7510,3.84,446612545,James Patterson,The Beach House
7512,4.2,778322947,Mary Alice Monroe,The Beach House 
7515,3.84,316969680,James Patterson,The Beach House
7520,4.17,141651631X,Brad Thor,Path of the Assassin 
7524,3.6,1560066237,Patricia D. Netzley,Presidential Assassins 
7526,4.18,039306123X,Michael   Lewis,The Blind Side: Evolution of a Game
7529,3.97,812969006,Laurie Notaro,I Love Everybody 
7530,3.98,037576092X,Laurie Notaro,Autobiography of a Fat Bride: True Tales of a Pretend Adulthood
7531,3.88,375760911,Laurie Notaro,The Idiot Girls' Action-Adventure Club: True Tales from a Magnificent and Clumsy Life
7532,3.85,1400064368,Laurie Notaro,An Idiot Girl's Christmas: True Tales from the Top of the Naughty List
7533,3.92,812969014,Laurie Notaro,We Thought You Would Be Prettier: True Tales of the Dorkiest Girl Alive
7534,3.55,1400065011,Laurie Notaro,There's a 
7536,3.88,3404149475,Laurie Notaro,Anleitung zum Zickigsein
7543,4.2,425099997,Denis Waitley,The Psychology of Winning
7546,3.74,307337332,Cesar Millan,Cesar's Way: The Natural  Everyday Guide to Understanding and Correcting Common Dog Problems
7549,4.09,1594972079,Chris Ware,Jimmy Corrigan: El Chico más Listo del Mundo
7550,4.09,284055805X,Chris Ware,Jimmy Corrigan
7551,4.35,1897299028,Chris Ware,The Acme Novelty Library #17
7552,4.34,375422951,Chris Ware,The Acme Novelty Library
7554,4.17,1896597661,Chris Ware,The Acme Novelty Datebook  Vol. 1  1986-1995
7556,4.09,022407265X,Chris Ware,Quimby The Mouse
7559,3.76,143039423,Voltaire,Candide: or  Optimism
7572,3.75,1842430246,Tom Robbins,Even Cowgirls Get the Blues
7573,3.75,553101161,Tom Robbins,Even Cowgirls Get the Blues
7577,3.79,571169201,Gus Van Sant,Even Cowgirls Get the Blues & My Own Private Idaho
7579,4.2,767901576,Lama Surya Das,Awakening the Buddha Within: Eight Steps to Enlightenment
7580,4.13,1400064708,Shirin Ebadi,Iran Awakening: A Memoir of Revolution and Hope
7581,4.32,1573241172,Mark Nepo,The Book of Awakening: Having the Life You Want by Being Present to the Life You Have
7582,3.92,609804243,Mona Lisa Schulz,Awakening Intuition: Using Your Mind-Body Network for Insight and Healing
7584,4.33,849911885,Charles R. Swindoll,The Grace Awakening: Believing in Grace Is One Thing. Living it Is Another
7585,3.81,1557832455,Frank Wedekind,Spring's Awakening
7586,3.99,1573226327,Kathleen A. Brehony,Awakening at Midlife: A Guide to Reviving Your Spirit  Recreating Your Life  and Returning to Your Truest Self
7588,3.61,142437344,James Joyce,A Portrait of the Artist as a Young Man
7590,3.61,393926796,James Joyce,A Portrait of the Artist As a Young Man
7591,3.61,9626343664,James Joyce,A Portrait of the Artist as a Young Man
7592,3.61,451530152,James Joyce,A Portrait of the Artist as a Young Man
7594,3.22,074320848X,Joseph Heller,Portrait Of An Artist  As An Old Man
7596,3.95,440419174,Jan Greenberg,Vincent Van Gogh: Portrait of an Artist
7598,4.11,1570421129,Gabriel García Márquez,A Study Guide to Gabriel Garcia Marquez' One Hundred Years of Solitude
7599,4.06,006112009X,Gabriel García Márquez,One Hundred Years of Solitude
7600,4.06,1857152239,Gabriel García Márquez,One Hundred Years Of Solitude
7602,4.06,140278761,Gabriel García Márquez,One Hundred Years of Solitude
7603,3.6,081297106X,Azar Nafisi,Reading Lolita in Tehran: A Memoir in Books
7605,3.89,185715133X,Vladimir Nabokov,Lolita
7606,3.89,679727299,Vladimir Nabokov,The Annotated Lolita
7607,3.89,140264078,Vladimir Nabokov,Lolita
7608,3.89,739322060,Vladimir Nabokov,Lolita
7609,3.96,439269687,Pam Muñoz Ryan,Nacho and Lolita
7610,3.6,7178484,Azar Nafisi,Reading Lolita in Tehran
7611,3.79,60786809,Lolita Files,sex.lies.murder.fame.
7612,3.86,553131001,John Steinbeck,Of Mice and Men
7613,3.91,452284244,George Orwell,Animal Farm
7615,3.77,394862546,Phoebe Dunn,Farm Animals 
7619,4.35,440360374,Madeleine L'Engle,The Time Quartet Box Set 
7624,3.67,140283331,William Golding,Lord of the Flies
7627,3.67,571056865,William Golding,Lord of the Flies
7630,4.11,1585004286,Jaroslav Hašek,The Fateful Adventures of the Good Soldier Švejk During the World War  Book One
7633,4.11,141184280,Jaroslav Hašek,Good Soldier Svejk And His Fortunes In The World
7637,3.72,1593082681,Ford Madox Ford,The Good Soldier
7656,3.98,8445074873,Ray Bradbury,Fahrenheit 451
7661,3.49,60872985,Michael Crichton,Next
7662,4.06,517084791,Michael Crichton,Three Complete Novels: The Andromeda Strain / The Terminal Man / The Great Train Robbery
7663,3.7,451210638,Jeffery Hudson,A Case of Need
7664,3.99,517101351,Michael Crichton,A New Collection of Three Complete Novels: Congo / Sphere / Eaters of the Dead
7665,3.95,60509058,Michael Crichton,Travels
7667,3.7,99556316,Michael Crichton,Airframe
7668,3.63,606298231,Michael Crichton,Rising Sun
7669,3.84,99244721,Michael Crichton,Timeline
7670,3.89,60541814,Michael Crichton,The Andromeda Strain 
7672,3.58,60541830,Michael Crichton,Congo
7673,3.66,60891564,Michael Crichton,Eaters of the Dead
7674,4.16,739340336,Michael Crichton,The Michael Crichton Collection: Airframe / The Lost World / Timeline
7677,4.01,030734813X,Michael Crichton,Jurassic Park 
7679,3.36,60092572,Michael Crichton,The Terminal Man
7681,3.48,345354648,Michael Crichton,Five Patients
7682,3.85,553129198,Michael Crichton,The Great Train Robbery
7684,3.63,345409701,Michael Crichton,Twister
7685,4.13,881842672,Robert Crichton,The Secret of Santa Vittoria
7687,3.99,192839195,J.M. Barrie,Peter Pan and Other Plays
7688,4.11,743231562,David H. Maister,Managing the Professional Service Firm
7694,3.54,131538411,Kenneth C. Laudon,Management Information Systems: Managing the Digital Firm
7695,4.22,60915439,Annie Dillard,Holy the Firm
7697,3.82,743284798,Elaine Sciolino,Persian Mirrors: The Elusive Face of Iran
7700,3.94,393977536,George Bernard Shaw,Plays: Mrs Warren's Profession/Man and Superman/Major Barbara/Pygmalion
7703,4,140150900,George Bernard Shaw,The Portable Bernard Shaw
7707,4.25,451530098,George Bernard Shaw,Pygmalion & My Fair Lady
7708,3.55,394604806,George Bernard Shaw,Saint Joan/Major Barbara/Androcles and the Lion
7714,3.9,486282228,George Bernard Shaw,Pygmalion
7716,3.92,140437940,George Bernard Shaw,Plays Pleasant
7717,3.77,1400047951,Peter Kuper,The Metamorphosis 
7718,3.77,1400052998,Franz Kafka,The Metamorphosis
7721,3.8,393967972,Franz Kafka,The Metamorphosis
7723,4.03,1593080298,Franz Kafka,The Metamorphosis and Other Stories
7724,4.03,486290301,Franz Kafka,The Metamorphosis and Other Stories
7727,3.81,9990824495,Jean Anouilh,Antigone
7728,3.63,1580493882,Sophocles,Antigone 
7731,3.76,231118953,Judith Butler,Antigone's Claim: Kinship Between Life and Death
7733,3.56,141439491,Jonathan Swift,Gulliver's Travels
7734,3.56,192805347,Jonathan Swift,Gulliver's Travels
7737,3.56,1400102723,Jonathan Swift,Gulliver's Travels
7739,3.34,794503292,Gill Harvey,Gulliver's Travels
7740,3.93,1402726627,Martin Woodside,Gulliver's Travels
7741,3.56,1844560341,Jonathan Swift,Gulliver's Travels
7742,4.03,60838744,Sena Jeter Naslund,Ahab's Wife  or The Star-Gazer
7745,4.08,679785892,Hunter S. Thompson,Fear and Loathing in Las Vegas
7746,4.21,679602984,Hunter S. Thompson,Fear and Loathing in Las Vegas and Other American Stories 
7747,4.08,7204493,Hunter S. Thompson,Fear and Loathing in Las Vegas
7748,4.11,446698229,Hunter S. Thompson,Fear and Loathing on the Campaign Trail '72
7749,4.08,446313939,Hunter S. Thompson,Fear and Loathing in Las Vegas
7750,4.08,445084316,Hunter S. Thompson,Fear and Loathing in Las Vegas
7752,4.07,684873168,Hunter S. Thompson,Fear and Loathing in America: The Brutal Odyssey of an Outlaw Journalist  1968-1976
7757,3.67,822013541,James Lamar Roberts,Cliffsnotes on Beckett's Waiting for Godot and Other Plays
7763,3.91,143038095,Amy Tan,The Joy Luck Club
7767,4.3,194230899,Clare West,The Joy Luck Club 
7769,4.08,679882812,Dr. Seuss,Dr. Seuss's ABC
7772,4.17,394800915,Dr. Seuss,Dr. Seuss's Sleep Book
7775,4.12,394800761,Dr. Seuss,Happy Birthday to You!
7777,4.07,394800834,Dr. Seuss,McElligot's Pool
7778,4.16,679891110,Dr. Seuss,The Cat in the Hat
7779,4.17,679800034,Dr. Seuss,Horton Hears a Who!
7781,4.04,039484484X,Dr. Seuss,The 500 Hats of Bartholomew Cubbins
7783,4.01,7175221,Dr. Seuss,Oh Say Can You Say?
7784,4.35,679889108,Dr. Seuss,The Lorax
7785,4.2,7158513,Dr. Seuss,I Can Read With My Eyes Shut!
7786,4.17,1930332351,Dr. Seuss,¡Horton escucha a quién!
7788,4.41,807218731,Dr. Seuss,The Cat in the Hat and Other Dr. Seuss Favorites
7789,3.86,679867120,Dr. Seuss,Daisy-Head Mayzie
7791,4.18,1565847040,Richard H. Minear,Dr. Seuss Goes to War: The World War II Editorial Cartoons of Theodor Seuss Geisel
7793,4.08,375834966,Dr. Seuss,Dr. Seuss's ABC 
7796,4.16,865164711,Dr. Seuss,Cattus Petasatus: The Cat in the Hat in Latin
7797,4.12,7169973,Theo LeSieg,Ten Apples Up On Top!
7803,3.94,62516590,Julia Butterfly Hill,The Legacy of Luna: The Story of a Tree  a Woman  and the Struggle to Save the Redwoods
7805,4.17,141185260,Vladimir Nabokov,Pale Fire
7806,4.22,691089574,Brian Boyd,Nabokov's Pale Fire: The Magic of Artistic Discovery
7807,4.41,1883011191,Vladimir Nabokov,Novels 1955–1962: Lolita / Pnin / Pale Fire / Lolita: A Screenplay
7811,3.67,747553467,T. Coraghessan Boyle,A Friend of the Earth
7815,3.88,1400078431,Joan Didion,The Year of Magical Thinking
7816,4.22,7115229,Joan Didion,Slouching Towards Bethlehem
7817,4.17,6545866,Joan Didion,The White Album
7821,4.06,940322781,Elizabeth Hardwick,Seduction and Betrayal: Women and Literature
7828,4.22,440080274,Joan Didion,Slouching Toward Bethlehem
7830,3.82,679745394,Joan Didion,After Henry
7841,4.34,740720120,Jim Toomey,Another Day in Paradise: The Fourth Sherman's Lagoon Collection
7842,3.99,740721941,Scott Adams,Another Day in Cubicle Paradise
7845,3.49,140620621,Herman Melville,Moby Dick
7847,3.49,142000086,Herman Melville,Moby-Dick
7848,3.49,067978327X,Herman Melville,Moby-Dick; or  The Whale
7849,3.49,810119110,Herman Melville,Moby Dick  or The Whale
7850,3.88,385492162,Aimee Bender,The Girl in the Flammable Skirt
7855,3.91,1844670228,Mike  Davis,Planet of Slums
7859,4.1,1859843824,Mike  Davis,Late Victorian Holocausts: El Niño Famines and the Making of the Third World
7861,4.07,1931859353,Justin Akers Chacón,No One Is Illegal: Fighting Racism and State Violence on the U.S.-Mexico Border
7864,3.99,708837581,Steve Erickson,Days Between Stations
7865,3.99,743265696,Steve Erickson,Days Between Stations
7869,4,752864327,Robert Ludlum,The Bourne Identity 
7881,4.22,140307370,Rumer Godden,Little Plum
7885,4.2,590488155,Laura Ingalls Wilder,On the Banks of Plum Creek 
7890,4.31,64405443,Maud Hart Lovelace,Betsy's Wedding 
7891,4.13,64405451,Maud Hart Lovelace,Betsy and the Great World 
7894,4.17,64400999,Maud Hart Lovelace,Betsy and Tacy Go Over the Big Hill 
7895,4.29,971316821,Julie A. Schrader,Maud Hart Lovelace's Deep Valley: A Guidebook of Mankato Places in the Betsy-Tacy Series
7896,3.66,873512693,Maud Hart Lovelace,Early Candlelight
7898,4.31,006440546X,Maud Hart Lovelace,Betsy and Joe 
7899,4.55,60249196,Maud Hart Lovelace,The Betsy-Tacy Treasury 
7900,3.9,964084600,Amy Dolnick,Between Deep Valley and the Great World: Maud Hart Lovelace in Minneapolis
7901,4.17,64405478,Maud Hart Lovelace,Betsy Was a Junior 
7905,4.21,690134495,Maud Hart Lovelace,Betsy and Tacy Go Downtown 
7906,4.23,64408582,Maud Hart Lovelace,Emily of Deep Valley 
7907,4.29,64401103,Maud Hart Lovelace,Heaven to Betsy 
7909,4.07,64400964,Maud Hart Lovelace,Betsy-Tacy 
7911,4.03,1416916172,Margaret Sidney,Five Little Peppers and How They Grew
7914,3.91,044040035X,Margaret Sidney,Five Little Peppers at School
7924,4.28,929093097,Sydney Taylor,All-of-a-Kind Family Uptown
7926,4.22,385732953,Sydney Taylor,All-of-a-Kind Family
7934,4.04,059033221X,Carol Ryrie Brink,Baby Island
7938,4.15,20419708,Carol Ryrie Brink,Winter Cottage
7941,4.05,440401720,Carolyn Haywood,Betsy's Little Star
7945,4,688212549,Carolyn Haywood,Eddie and Louella
7946,4.08,688320147,Carolyn Haywood,Eddie's Valuable Property
7955,3.43,765316110,Orson Scott Card,Empire 
7956,3.9,765309041,Orson Scott Card,Treason
7957,3.83,765347989,Orson Scott Card,First Meetings in Ender's Universe 
7958,3.88,765341174,Orson Scott Card,Sarah 
7959,3.85,765341298,Orson Scott Card,Rachel & Leah 
7960,3.9,898794161,Orson Scott Card,How to Write Science Fiction and Fantasy
7961,3.53,312876068,Orson Scott Card,Saints
7962,3.7,1841490326,Orson Scott Card,Heartfire 
7965,3.39,61093998,Orson Scott Card,Homebody
7966,3.84,076534128X,Orson Scott Card,Rebekah 
7967,4.06,812550757,Orson Scott Card,Speaker for the Dead 
7968,3.79,812524268,Orson Scott Card,Red Prophet 
7971,3.58,812532619,Orson Scott Card,The Call of Earth 
7972,3.94,1593974809,Orson Scott Card,Shadow of the Hegemon 
7973,3.9,345482409,Orson Scott Card,Enchantment
7974,4.13,399245499,Brian Jacques,Voyage of Slaves 
7975,4.12,399242082,Brian Jacques,High Rhulain 
7983,4.06,142501522,Brian Jacques,Salamandastron 
7987,4,142501093,Brian Jacques,The Legend of Luke 
7996,4.13,1862301387,Brian Jacques,Redwall 
7997,3.99,142501182,Brian Jacques,Castaways of the Flying Dutchman 
7998,3.92,142401420,Brian Jacques,Outcast of Redwall 
8001,3.98,142402486,Brian Jacques,Triss 
8004,4.13,142401986,Brian Jacques,A Redwall Winter's Tale
8012,3.94,084317420X,Roger Hargreaves,Mr. Impossible
8013,3.64,843121106,Roger Hargreaves,Mr. Christmas
8014,4.03,843178388,Roger Hargreaves,Mr. Bump
8016,3.89,749858532,Roger Hargreaves,Little Miss Bad 
8019,4,843121319,Roger Hargreaves,Little Miss Birthday
8020,3.73,749858524,Roger Hargreaves,Little Miss Scary
8032,3.82,084312492X,Roger Hargreaves,Mr. Jelly and the Pirates
8044,4.12,679801243,Roger Hargreaves,Grandma Baa 
8048,4.67,679801154,Roger Hargreaves,Bill Buzz 
8051,4.5,679801251,Roger Hargreaves,Gary Grizzle 
8053,4.33,067980126X,Roger Hargreaves,Charlie Oink 
8060,3.75,2010189140,Roger Hargreaves,Madame Je-Sais-Tout
8062,4.4,385074573,Margery Clark,The Poppy Seed Cakes
8065,4.16,941078914,Judi Barrett,Cloudy with a Chance of Meatballs
8067,4.16,1591127017,Judi Barrett,Cloudy with a Chance of Meatballs
8069,3.7,439202248,Judi Barrett,Pickles To Pittsburgh 
8073,4.16,689707495,Judi Barrett,Cloudy With a Chance of Meatballs
8074,3.8,689305648,Judi Barrett,The Wind Thief
8077,4.1,1595191356,Judi Barrett,Animales No Se Visten  Los 
8084,4.05,60753102,Robin McKinley,Beauty
8086,4.39,142302333,Robin McKinley,A Robin McKinley Collection: Spindle's End  The Hero and the Crown and The Blue Sword 
8087,3.89,441012396,Robin McKinley,Deerskin
8088,3.85,515138819,Robin McKinley,Sunshine
8089,3.77,441005837,Robin McKinley,Rose Daughter
8091,3.68,698119606,Robin McKinley,The Door in the Hedge
8092,4.23,141311886,Robin McKinley,The Blue Sword
8093,3.35,152000178,Robin McKinley,The Stone Fey
8127,4.24,451528824,L.M. Montgomery,Anne of Green Gables 
8134,4.24,1419326961,L.M. Montgomery,Anne of Green Gables
8137,3.81,553560689,L.M. Montgomery,The Road to Yesterday 
8141,4.22,448400634,L.M. Montgomery,Anne of Avonlea
8146,4.3,679729976,Vladimir Nabokov,The Stories of Vladimir Nabokov
8147,4,141185872,Vladimir Nabokov,The Gift
8148,4.33,156027755,Vladimir Nabokov,Lectures on Literature
8149,4.38,1883011183,Vladimir Nabokov,Novels & Memoirs 1941–1951: The Real Life of Sebastian Knight / Bend Sinister / Speak  Memory
8150,4.31,691024715,Brian Boyd,The American Years
8151,3.96,811216748,Vladimir Nabokov,Laughter in the Dark
8153,3.95,679727221,Vladimir Nabokov,The Luzhin Defense
8154,3.81,141185775,Vladimir Nabokov,King  Queen  Knave
8155,4.17,031235326X,Barbara Taylor Bradford,A Woman of Substance 
8162,3.61,312354606,Barbara Taylor Bradford,The Ravenscar Dynasty 
8172,4.13,1401202527,Mark Waid,Superman: Birthright
8174,3.63,097216748X,Jeanne Treat,Dark Birthright
8178,3.74,743471229,Richard A. Knaak,Birthright 
8183,3.86,241115078,Joseph Amiel,Birthright
8185,3.59,747402469,Joseph Amiel,Deeds
8196,4.3,60278420,William   Anderson,Laura's Album: A Remembrance Scrapbook of Laura Ingalls Wilder
8197,3.95,1400307848,Laura Ingalls Wilder,Writings to Young Women from Laura Ingalls Wilder: On Wisdom and Virtues 
8199,3.84,1400307856,Laura Ingalls Wilder,Writings to Young Women from Laura Ingalls Wilder: On Life as a Pioneer Woman 
8200,4.14,60724919,Laura Ingalls Wilder,A Little House Traveler: Writings from Laura Ingalls Wilder's Journeys Across America
8202,4.2,60885521,William   Anderson,Laura Ingalls Wilder: A Biography
8203,3.84,64400816,Laura Ingalls Wilder,West from Home: Letters of Laura Ingalls Wilder  San Francisco  1915  
8204,4.08,64461963,Laura Ingalls Wilder,The Laura Ingalls Wilder Country Cookbook
8205,3.89,1400307864,Laura Ingalls Wilder,Writings to Young Women on Laura Ingalls Wilder: As Told By Her Family  Friends  and Neighbors 
8206,3.95,140008279X,Tim Freke,The Laughing Jesus: Religious Lies and Gnostic Wisdom
8213,4.04,226505367,Jean,The Erotic Phenomenon
8214,4.23,810117495,Hans Jonas,The Phenomenon of Life: Toward a Philosophical Biology
8218,4.14,64407144,Melissa Wiley,Down to the Bonny Glen 
8221,4.11,380016362,Donald Zochert,Laura: The Life of Laura Ingalls Wilder
8227,4.28,64433730,Laura Ingalls Wilder,Winter Days in the Big Woods
8230,4.13,006440692X,Laura Ingalls Wilder,Winter on the Farm
8233,4.18,64434974,Laura Ingalls Wilder,Summertime in the Big Woods
8244,4.04,64409902,Cynthia Rylant,Old Town in the Green Groves: Laura Ingalls Wilder's Lost Little House Years
8246,3.97,385325339,Laura Ingalls Wilder,Laura Ingalls Wilder's Fairy Poems
8252,4.06,60885386,Laura Ingalls Wilder,Farmer Boy 
8253,4.18,60885432,Laura Ingalls Wilder,Little Town on the Prairie  
8254,4.22,64420817,Laura Ingalls Wilder,Christmas Stories 
8255,4.05,64462048,Carolyn Strom Collins,My Little House Crafts Book: 18 Projects from Laura Ingalls Wilder's
8256,4.19,64434877,Laura Ingalls Wilder,Christmas in the Big Woods
8279,4.19,590928899,Laura Ingalls Wilder,Christmas In The Big Woods 
8282,4.14,60885424,Laura Ingalls Wilder,The Long Winter 
8285,4.13,006443494X,Laura Ingalls Wilder,A Little House Birthday
8290,4.17,64434982,Laura Ingalls Wilder,The Deer in the Wood
8296,3.88,60885459,Laura Ingalls Wilder,The First Four Years  
8298,4.14,64460908,Barbara M. Walker,The Little House Cookbook: Frontier Foods from Laura Ingalls Wilder's Classic Stories
8335,3.96,64401588,Rose Wilder Lane,Let the Hurricane Roar
8337,4.18,60885378,Laura Ingalls Wilder,Little House in the Big Woods 
8340,4.23,613926552,William   Anderson,Laura Ingalls Wilder Country: The People and Places in Laura Ingalls Wilder's Life and books
8359,4,789422131,David Burnie,Flowers 
8362,4.52,756616344,David Burnie,Animal: The Definitive Visual Guide to the World's Wildlife
8370,4.33,786864028,Melody Malmberg,The Making Of Disney's Animal Kingdom Theme Park
8373,3.69,9707705736,Sergio Ramírez,El Reino Animal
8417,4.07,789458209,David Burnie,Tree 
8425,3.72,737000368,David Burnie,Get a Grip on Evolution
8428,4.33,783548818,David Burnie,Insects & Spiders
8486,3.27,375875263,Jeanne DuPrau,The Prophet of Yonwood
8489,4.04,60598972,Karen Armstrong,Muhammad: A Prophet for Our Time
8492,3.94,1581345267,Frank E. Peretti,Prophet
8494,4.12,922729360,Elizabeth Clare Prophet,Access the Power of Your Higher Self: Your Source of Inner Guidance and Spiritual Transformation 
8495,4.32,385410786,Mary O'Neill,Hailstones and Halibut Bones
8499,4.12,1857151372,Simone de Beauvoir,The Second Sex
8500,4.12,009974421X,Simone de Beauvoir,The Second Sex
8501,3.81,807011010,Mary Daly,The Church and the Second Sex
8506,3.99,195181301,R.B. Bernstein,Thomas Jefferson 
8508,3.82,1557091846,Thomas Jefferson,The Jefferson Bible: The Life and Morals of Jesus of Nazareth
8510,4.06,448431459,Dennis Brindell Fradin,Who Was Thomas Jefferson?
8515,4.11,034542705X,Monty Roberts,The Man Who Listens to Horses
8520,3.86,399154000,Dick Francis,Under Orders 
8522,3.98,425194981,Dick Francis,For Kicks
8523,3.92,425201910,Dick Francis,Forfeit
8525,3.96,425194973,Dick Francis,Dead Cert
8528,3.94,425210766,Dick Francis,Rat Race
8529,4.06,425206955,Dick Francis,Reflex
8532,3.99,042519938X,Dick Francis,Decider
8533,3.79,425196739,Dick Francis,Slay Ride
8536,3.97,425208850,Dick Francis,Bonecrack
8537,4.02,515123463,Dick Francis,Nerve
8538,4.03,425199932,Dick Francis,Break In 
8540,3.87,425199169,Dick Francis,Blood Sport
8541,4.04,042520846X,Dick Francis,Straight
8542,3.89,042519745X,Dick Francis,10 lb Penalty
8544,3.82,425199835,Dick Francis,Trial Run
8545,3.91,425196747,Dick Francis,Wild Horses
8546,3.73,042519499X,Dick Francis,Field of Thirteen
8548,3.96,449221393,Dick Francis,Driving Force
8551,3.93,515125601,Dick Francis,Flying Finish
8552,4.03,425202887,Dick Francis,Bolt 
8557,4,425207188,Dick Francis,Come to Grief 
8559,3.94,425197050,Dick Francis,Enquiry
8568,4.05,425198006,Dick Francis,Odds Against 
8570,3.97,671428195,Dick Francis,Bonecrack
8572,4.04,718132386,Dick Francis,Banker
8574,4.08,425203549,Dick Francis,Whip Hand 
8582,3.78,449220494,Dick Francis,The Dick Francis Treasury of Great Racing Stories
8583,4.21,399143068,Dick Francis,Come to Grief / Decider / Wild Horses
8586,4.05,515125512,Dick Francis,Odds Against
8598,4.14,399244913,Lynne Truss,Eats  Shoots & Leaves: Why  Commas Really Do Make a Difference!
8600,3.87,1592402038,Lynne Truss,Eats  Shoots & Leaves: The Zero Tolerance Approach to Punctuation
8601,3.32,1861979339,Lynne Truss,Talk to the Hand: The Utter Bloody Rudeness of Everyday Life
8614,4.25,778801462,Ian Hemphill,The Spice and Herb Bible
8627,4.1,393325172,Patrick O'Brian,Master and Commander 
8628,3.96,393325539,Tom McGregor,The Making of Master and Commander: The Far Side of the World
8630,4.32,786177837,Patrick O'Brian,The Ionian Mission 
8632,3.8,60584084,Karen Hawkins,Her Master and Commander 
8643,3.77,415936845,Timothy D. Taylor,Strange Sounds: Music  Technology & Culture
8645,3.57,1582432902,Timothy  Taylor,Stanley Park
8646,3.87,385337639,Mary Lawson,Crow Lake
8647,3.99,1841492051,Orson Scott Card,Shadow of the Giant 
8648,3.79,312861877,Orson Scott Card,Xenocide 
8650,3.76,752224417,Michael Crichton,The Lost World 
